Animal ID,Animal Name,Animal Type,Sex,Years Old,Months Old,Primary Breed,Primary Color,Tag Number,Intake Date,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Outcome Date,Intake Day of the Week,Outcome Day of the Week
A058336,Kong,Dog,Neutered Male,2,,Pit Bull,Brown,981020037679144,01/19/2021,Transfer,Transfer,Foster,Adoption,02/12/2021,Tuesday,Friday
A058336,Kong,Dog,Neutered Male,2,,Pit Bull,Brown,981020037679144,04/17/2021,Foster,,Adoption,Walk-In,04/17/2021,Saturday,Saturday
A058420,Gibbs,Cat,Neutered Male,,0.35,Domestic Shorthair,White,981020037669676,02/11/2023,Stray,Over the Counter,Return to Owner,,02/14/2023,Saturday,Tuesday
A058483,Max,Dog,Neutered Male,1,,Pit Bull,Black,,07/19/2023,Stray,Animal Control,Return to Owner,Walk-In,07/21/2023,Wednesday,Friday
A058499,Kash,Dog,Male,1,,Yorkshire Terrier,Black,981020037687392,01/12/2022,Stray,Animal Control,Return to Owner,Walk-In,01/12/2022,Wednesday,Wednesday
A058511,Jc,Cat,Neutered Male,,,Domestic Shorthair,Black,981020039177085,11/19/2020,Foster,Over the Counter,Adoption,,11/20/2020,Thursday,Friday
A058546,Penelope,Cat,Spayed Female,,,Domestic Shorthair,Black,981020039162581,12/01/2020,Foster,Over the Counter,Foster,Adoption,12/10/2020,Tuesday,Thursday
A058546,Penelope,Cat,Spayed Female,,,Domestic Shorthair,Black,981020039162581,01/12/2021,Foster,Over the Counter,Adoption,Walk-In,01/12/2021,Tuesday,Tuesday
A058592,Peeley,Dog,Neutered Male,10,,Bichon Frise,White,0A123F0335,11/02/2020,Return,Over the Counter,Transfer,,11/21/2020,Monday,Saturday
A058603,Luna,Dog,Female,3,,German Shepard,Brown,000000000,02/03/2022,Stray,Over the Counter,Return to Owner,Walk-In,02/03/2022,Thursday,Thursday
A058647,Riya,Dog,Spayed Female,2,,American Bully,Brown Brindle,981020035571421,11/06/2022,Foster,Over the Counter,Adoption,Walk-In,11/06/2022,Sunday,Sunday
A058647,Riya,Dog,Spayed Female,2,,American Bully,Brown Brindle,981020035571421,08/26/2022,Stray,Animal Control,Foster,Adoption,10/14/2022,Friday,Friday
A058649,Bernie Barack Ocasio Cortez,Cat,Neutered Male,2,,Domestic Shorthair,Buff,981020037684188,09/16/2020,Stray,Over the Counter,Adoption,,11/20/2020,Wednesday,Friday
A058692,Jingles,Cat,Male,3,,Domestic Shorthair,Orange Tabby,2020-2020-2020,09/22/2020,Stray,Over the Counter,Transfer,,11/18/2020,Tuesday,Wednesday
A058706,Josie,Cat,Spayed Female,,2.0,Domestic Shorthair,Gray Tabby,981020037701231,12/05/2020,Foster,,Adoption,Website Information,12/05/2020,Saturday,Saturday
A058797,Ringo Bingo,Dog,Spayed Female,,6.0,Pit Bull,Black,981020039186100,10/04/2020,Stray,Animal Control,Adoption,Website Information,11/20/2020,Sunday,Friday
A058828,Binkee,Cat,Spayed Female,,,Domestic Shorthair,Gray Tabby,981020039191317,12/11/2020,Foster,Over the Counter,Foster,Adoption,12/11/2020,Friday,Friday
A058828,Binkee,Cat,Spayed Female,,,Domestic Shorthair,Gray Tabby,981020039191317,12/15/2020,Foster,Over the Counter,Adoption,Referral,12/15/2020,Tuesday,Tuesday
A058829,Olaf,Cat,Neutered Male,,,Domestic Shorthair,Lynx Point,981020039166951,12/09/2020,Foster,Over the Counter,Foster,Adoption,12/09/2020,Wednesday,Wednesday
A058829,Olaf,Cat,Neutered Male,,,Domestic Shorthair,Lynx Point,981020039166951,12/28/2020,Foster,Over the Counter,Adoption,Walk-In,12/28/2020,Monday,Monday
A058830,Metallica,Dog,Neutered Male,2,,Pit Bull,Tan,981020037678132,10/08/2020,Stray,Over the Counter,Euthanized,Behavior Manageable,12/16/2020,Thursday,Wednesday
A058854,Parmesan,Cat,Neutered Male,,3.0,Domestic Shorthair,Black,981020039162426,11/18/2020,Foster,Over the Counter,Adoption,Website Information,11/21/2020,Wednesday,Saturday
A058872,Mona,Dog,Spayed Female,4,,Pit Bull,Brown Brindle,981020039177746,10/12/2020,Stray,Over the Counter,Foster,Adoption,12/03/2020,Monday,Thursday
A058872,Mona,Dog,Spayed Female,4,,Pit Bull,Brown Brindle,981020039177746,12/28/2020,Foster,Over the Counter,Foster,M/L DOG,12/31/2020,Monday,Thursday
A058872,Mona,Dog,Spayed Female,4,,Pit Bull,Brown Brindle,981020039177746,01/04/2021,Foster,Over the Counter,Foster,M/L DOG,01/09/2021,Monday,Saturday
A058872,Mona,Dog,Spayed Female,4,,Pit Bull,Brown Brindle,981020039177746,01/20/2021,Foster,Over the Counter,Adoption,Referral,01/20/2021,Wednesday,Wednesday
A058872,Mona,Dog,Spayed Female,4,,Pit Bull,Brown Brindle,981020039177746,02/12/2021,Owner Surrendered,Over the Counter,Foster,M/L DOG,02/12/2021,Friday,Friday
A058872,Mona,Dog,Spayed Female,4,,Pit Bull,Brown Brindle,981020039177746,01/19/2021,Foster,Over the Counter,Foster,Adoption,01/19/2021,Tuesday,Tuesday
A058872,Mona,Dog,Spayed Female,4,,Pit Bull,Brown Brindle,981020039177746,03/14/2021,Foster,Over the Counter,Adoption,Website Information,04/10/2021,Sunday,Saturday
A058872,Mona,Dog,Spayed Female,4,,Pit Bull,Brown Brindle,981020039177746,03/11/2021,Foster,Over the Counter,Foster,M/L DOG,03/12/2021,Thursday,Friday
A059005,Grizzly Bear,Cat,Spayed Female,,2.35,Domestic Shorthair,Brown Tabby,981020039191306,10/27/2020,Stray,Animal Control,Adoption,Website Information,11/20/2020,Tuesday,Friday
A059005,Grizzly Bear,Cat,Spayed Female,,2.35,Domestic Shorthair,Brown Tabby,981020039191306,08/08/2021,Owner Surrendered,Over the Counter,Adoption,Walk-In,08/16/2021,Sunday,Monday
A059011,Aiden,Dog,Neutered Male,5,,Brussels Griffon,Black,981020037697560,11/18/2020,Foster,Over the Counter,Adoption,Website Information,11/18/2020,Wednesday,Wednesday
A059012,Sandy,Dog,Spayed Female,7,,Pit Bull,Brown,981020039161556,10/29/2020,Owner Surrendered,Over the Counter,Adoption,Walk-In,11/18/2020,Thursday,Wednesday
A059042,Ringo,Cat,Neutered Male,,3.0,Domestic Longhair,Gray,981020039185127,12/08/2020,Foster,Over the Counter,Foster,Adoption,12/10/2020,Tuesday,Thursday
A059042,Ringo,Cat,Neutered Male,,3.0,Domestic Longhair,Gray,981020039185127,12/14/2020,Foster,Over the Counter,Adoption,Walk-In,12/15/2020,Monday,Tuesday
A059058,Manhattan,Cat,Spayed Female,2,,Domestic Shorthair,Torbie,981020039189930,01/02/2021,Foster,Over the Counter,Adoption,,01/02/2021,Saturday,Saturday
A059058,Manhattan,Cat,Spayed Female,2,,Domestic Shorthair,Torbie,981020039189930,11/04/2020,Confiscated,Animal Cruelty,Foster,Adoption,12/01/2020,Wednesday,Tuesday
A059059,Maggie,Cat,Spayed Female,2,,Domestic Shorthair,Brown Tabby,981020039162351,11/04/2020,Confiscated,Animal Cruelty,Foster,Adoption,12/04/2020,Wednesday,Friday
A059059,Maggie,Cat,Spayed Female,2,,Domestic Shorthair,Brown Tabby,981020039162351,12/15/2020,Foster,Over the Counter,Adoption,Walk-In,12/15/2020,Tuesday,Tuesday
A059081,Gogo,Dog,Male,2,,Pit Bull,Black,981020039179414,11/07/2020,Stray,Animal Control,Adoption,,11/21/2020,Saturday,Saturday
A059096,Mazzie,Dog,Spayed Female,2,,Beagle,Tricolor,981020039189351,11/09/2020,Owner Surrendered,Over the Counter,Adoption,,11/27/2020,Monday,Friday
A059097,,Cat,Spayed Female,,0.85,Domestic Shorthair,Tortie,981020039164208,01/07/2021,Foster,Over the Counter,Adoption,Referral,01/07/2021,Thursday,Thursday
A059122,Hedgie,Cat,Neutered Male,1,,Domestic Shorthair,Brown Tabby,981020039158668,06/05/2021,Stray,Over the Counter,Adoption,Walk-In,06/21/2021,Saturday,Monday
A059122,Hedgie,Cat,Neutered Male,1,,Domestic Shorthair,Brown Tabby,981020039158668,08/20/2021,Owner Surrendered,Over the Counter,Adoption,Walk-In,08/24/2021,Friday,Tuesday
A059137,,Dog,Spayed Female,,10.0,Plott Hound,Brown Brindle,52066,11/13/2020,Stray,Animal Control,Adoption,Walk-In,11/24/2020,Friday,Tuesday
A059139,Bear,Cat,Neutered Male,4,6.0,Domestic Shorthair,Gray,982000411926703,11/14/2020,Transfer,Transfer,Adoption,Walk-In,11/22/2020,Saturday,Sunday
A059158,Isabella,Cat,Spayed Female,,,Siamese,Lynx Point,981020039175117,11/28/2020,Foster,Over the Counter,Adoption,Website Information,11/28/2020,Saturday,Saturday
A059168,Keke,Dog,Spayed Female,5,,Shih Tzu,Black,981020039183747,11/24/2020,Foster,Over the Counter,Adoption,,11/24/2020,Tuesday,Tuesday
A059168,Keke,Dog,Spayed Female,5,,Shih Tzu,Black,981020039183747,04/01/2023,Stray,Animal Control,Return to Owner,Walk-In,04/02/2023,Saturday,Sunday
A059168,Keke,Dog,Spayed Female,5,,Shih Tzu,Black,981020039183747,03/25/2022,Stray,Over the Counter,Return to Owner,Walk-In,03/25/2022,Friday,Friday
A059190,Raph,Cat,Neutered Male,,0.8,Domestic Longhair,Black,,11/20/2020,Stray,Animal Control,Foster,,11/20/2020,Friday,Friday
A059190,Raph,Cat,Neutered Male,,0.8,Domestic Longhair,Black,,12/29/2020,Foster,Over the Counter,Foster,Adoption,12/29/2020,Tuesday,Tuesday
A059190,Raph,Cat,Neutered Male,,0.8,Domestic Longhair,Black,981020039192520,01/19/2021,Foster,Over the Counter,Adoption,Referral,01/19/2021,Tuesday,Tuesday
A059191,Leo,Cat,Neutered Male,,0.8,Domestic Longhair,Black,981020039172518,01/26/2021,Foster,Over the Counter,Adoption,Referral,01/26/2021,Tuesday,Tuesday
A059191,Leo,Cat,Neutered Male,,0.8,Domestic Longhair,Black,981020039172518,12/29/2020,Foster,Over the Counter,Foster,Adoption,12/29/2020,Tuesday,Tuesday
A059191,Leo,Cat,Neutered Male,,0.8,Domestic Longhair,Black,981020039172518,11/20/2020,Stray,Animal Control,Foster,,11/20/2020,Friday,Friday
A059193,Mikey,Cat,Neutered Male,,0.8,Domestic Longhair,Black,981020039191611,11/20/2020,Stray,Animal Control,Foster,,11/20/2020,Friday,Friday
A059193,Mikey,Cat,Neutered Male,,0.8,Domestic Longhair,Black,981020039191611,12/26/2020,Foster,Over the Counter,Foster,Adoption,12/26/2020,Saturday,Saturday
A059193,Mikey,Cat,Neutered Male,,0.8,Domestic Longhair,Black,981020039191611,01/19/2021,Foster,Over the Counter,Adoption,Referral,01/19/2021,Tuesday,Tuesday
A059205,,Cat,Neutered Male,1,,Domestic Shorthair,Black,981020039164627,11/21/2020,Stray,Animal Control,Adoption,Website Information,11/27/2020,Saturday,Friday
A059207,Midnight,Dog,Spayed Female,6,,Pit Bull,Black,,11/21/2020,Confiscated,Animal Cruelty,Return to Owner,,11/24/2020,Saturday,Tuesday
A059207,Midnight,Dog,Spayed Female,6,,Pit Bull,Black,981020039166153,11/24/2020,Owner Surrendered,Over the Counter,Adoption,Walk-In,12/23/2020,Tuesday,Wednesday
A059208,King,Dog,Neutered Male,1,,Pit Bull,Brown,981020039164433,11/24/2020,Owner Surrendered,Over the Counter,Adoption,Website Information,11/27/2020,Tuesday,Friday
A059208,King,Dog,Neutered Male,1,,Pit Bull,Brown,,11/21/2020,Confiscated,Animal Cruelty,Return to Owner,,11/24/2020,Saturday,Tuesday
A059210,,Dog,Female,,0.75,Pit Bull,Brown,,11/21/2020,Confiscated,Animal Cruelty,Return to Owner,,11/24/2020,Saturday,Tuesday
A059210,,Dog,Female,,0.75,Pit Bull,Brown,,11/24/2020,Owner Surrendered,Over the Counter,Foster,Nursing,12/04/2020,Tuesday,Friday
A059210,,Dog,Female,,0.75,Pit Bull,Brown,,12/18/2020,Foster,Over the Counter,Transfer,,12/18/2020,Friday,Friday
A059211,,Dog,Male,,0.75,Pit Bull,Brown,,12/18/2020,Foster,Over the Counter,Transfer,,12/18/2020,Friday,Friday
A059211,,Dog,Male,,0.75,Pit Bull,Brown,,11/24/2020,Owner Surrendered,Over the Counter,Foster,Nursing,12/04/2020,Tuesday,Friday
A059211,,Dog,Male,,0.75,Pit Bull,Brown,,11/21/2020,Confiscated,Animal Cruelty,Return to Owner,,11/24/2020,Saturday,Tuesday
A059212,,Dog,Female,,0.75,Pit Bull,Brown,,11/21/2020,Confiscated,Animal Cruelty,Return to Owner,,11/24/2020,Saturday,Tuesday
A059212,,Dog,Female,,0.75,Pit Bull,Brown,,11/24/2020,Owner Surrendered,Over the Counter,Foster,Nursing,12/04/2020,Tuesday,Friday
A059212,,Dog,Female,,0.75,Pit Bull,Brown,,12/18/2020,Foster,Over the Counter,Transfer,,12/18/2020,Friday,Friday
A059213,,Dog,Male,,0.75,Pit Bull,Brown,,12/18/2020,Foster,Over the Counter,Transfer,,12/18/2020,Friday,Friday
A059213,,Dog,Male,,0.75,Pit Bull,Brown,,11/24/2020,Owner Surrendered,Over the Counter,Foster,Nursing,12/04/2020,Tuesday,Friday
A059213,,Dog,Male,,0.75,Pit Bull,Brown,,11/21/2020,Confiscated,Animal Cruelty,Return to Owner,,11/24/2020,Saturday,Tuesday
A059215,Bullethead,Dog,Male,1,,Pit Bull,Tan,L21-008017,11/21/2020,Confiscated,Owner Arrested,Return to Owner,Walk-In,11/24/2020,Saturday,Tuesday
A059224,Sasha,Dog,Spayed Female,7,,Pit Bull,Brown Brindle,981020039191457,11/23/2020,Owner Surrendered,Over the Counter,Foster,Adoption,12/04/2020,Monday,Friday
A059224,Sasha,Dog,Spayed Female,7,,Pit Bull,Brown Brindle,981020039191457,12/12/2020,Foster,Over the Counter,Adoption,Walk-In,12/15/2020,Saturday,Tuesday
A059224,Sasha,Dog,Spayed Female,7,,Pit Bull,Brown Brindle,981020039191457,12/10/2020,Foster,Over the Counter,Foster,Adoption,12/11/2020,Thursday,Friday
A059224,Sasha,Dog,Spayed Female,7,,Pit Bull,Brown Brindle,981020039191457,01/12/2021,Owner Surrendered,Over the Counter,Adoption,Walk-In,01/20/2021,Tuesday,Wednesday
A059224,Sasha,Dog,Spayed Female,7,,Pit Bull,Brown Brindle,981020039191457,01/21/2021,Return,Over the Counter,Adoption,Walk-In,01/23/2021,Thursday,Saturday
A059225,Luna Donut,Dog,Spayed Female,2,,Pit Bull,Blue,981020039168125,12/30/2020,Foster,Over the Counter,Adoption,Walk-In,12/30/2020,Wednesday,Wednesday
A059225,Luna Donut,Dog,Spayed Female,2,,Pit Bull,Blue,981020039168125,11/23/2020,Stray,Animal Control,Foster,Adoption,11/29/2020,Monday,Sunday
A059226,,Other,Male,1,,Opossum,Gray,,11/23/2020,Stray,Animal Control,Euthanized,Wildlife,11/23/2020,Monday,Monday
A059227,Burrito,Cat,Male,1,,Domestic Longhair,Brown Tabby,,11/23/2020,Stray,Over the Counter,Foster,Adoption,11/30/2020,Monday,Monday
A059227,Burrito,Cat,Male,1,,Domestic Longhair,Brown Tabby,,03/02/2021,Foster,Over the Counter,Missing,,03/02/2021,Tuesday,Tuesday
A059238,,Other,Female,3,,Snake,Brown,,11/25/2020,Confiscated,Animal Cruelty,Adoption,,12/05/2020,Wednesday,Saturday
A059239,Persian,Cat,Spayed Female,2,,Domestic Shorthair,Black,985112011393685,11/25/2020,Stray,Animal Control,Adoption,Walk-In,12/06/2020,Wednesday,Sunday
A059248,Jake,Dog,Neutered Male,4,,Australian Shepherd,Tricolor,52163,11/27/2020,Owner Surrendered,OTC APPT,Transfer,,12/10/2020,Friday,Thursday
A059252,,Dog,Female,7,,Labrador Retriever,Yellow,,11/27/2020,Stray,Animal Control,Return to Owner,,11/27/2020,Friday,Friday
A059265,,Bird,Unknown,,0.35,Chicken,White,,11/29/2020,Stray,Animal Control,Foster,,11/30/2020,Sunday,Monday
A059265,,Bird,Unknown,,0.35,Chicken,White,,12/03/2020,Foster,Over the Counter,Unassisted Death,While In Foster,12/03/2020,Thursday,Thursday
A059266,,Other,Unknown,1,,Squirrel,Brown,,11/29/2020,Stray,Animal Control,Euthanized,Wildlife,11/29/2020,Sunday,Sunday
A059286,,Cat,Neutered Male,,2.0,Domestic Shorthair,Black,,12/02/2020,Stray,Over the Counter,Foster,,12/02/2020,Wednesday,Wednesday
A059286,,Cat,Neutered Male,,2.0,Domestic Shorthair,Black,981020037358531,12/28/2020,Foster,Over the Counter,Adoption,Walk-In,12/28/2020,Monday,Monday
A059286,,Cat,Neutered Male,,2.0,Domestic Shorthair,Black,981020037358531,12/16/2020,Foster,Over the Counter,Foster,Adoption,12/16/2020,Wednesday,Wednesday
A059291,Pluto,Dog,Neutered Male,1,,Pit Bull,Tan,981020039182043,12/02/2020,Stray,Animal Control,Foster,Adoption,12/09/2020,Wednesday,Wednesday
A059291,Pluto,Dog,Neutered Male,1,,Pit Bull,Tan,981020039182043,01/13/2021,Foster,Over the Counter,Adoption,Website Information,01/13/2021,Wednesday,Wednesday
A059306,Andie,Cat,Spayed Female,,,Domestic Shorthair,Black,981020033917820,12/04/2020,Transfer,Transfer,Adoption,Walk-In,12/05/2020,Friday,Saturday
A059307,Steff,Cat,Neutered Male,,7.0,Domestic Shorthair,Black,981020033886846,12/04/2020,Transfer,Transfer,Adoption,Website Information,12/05/2020,Friday,Saturday
A059308,Jack Walsh,Cat,Neutered Male,,7.0,Domestic Shorthair,Brown Tabby,981020037877483,12/04/2020,Transfer,Transfer,Adoption,Website Information,12/04/2020,Friday,Friday
A059308,Jack Walsh,Cat,Neutered Male,,7.0,Domestic Shorthair,Brown Tabby,981020037877483,12/23/2020,Owner Surrendered,Over the Counter,Adoption,Walk-In,12/23/2020,Wednesday,Wednesday
A059319,Prince,Cat,Neutered Male,2,,Domestic Shorthair,Orange Tabby,981020039163392,12/04/2020,Owner Surrendered,Animal Control,Foster,Adoption,12/09/2020,Friday,Wednesday
A059319,Prince,Cat,Neutered Male,2,,Domestic Shorthair,Orange Tabby,981020039163392,12/28/2020,Foster,Over the Counter,Adoption,Walk-In,12/28/2020,Monday,Monday
A059328,Balder,Dog,Male,4,,Siberian Husky,Black,,12/05/2020,Stray,Animal Control,Return to Owner,Outside of Shelter,12/05/2020,Saturday,Saturday
A059330,Toasty,Cat,Neutered Male,3,,Siamese,Flame Point,982000403312647,12/05/2020,Stray,Over the Counter,Return to Owner,,12/11/2020,Saturday,Friday
A059330,Toasty,Cat,Neutered Male,3,,Siamese,Flame Point,982000403312647,12/11/2020,Owner Surrendered,Over the Counter,Foster,,12/15/2020,Friday,Tuesday
A059330,Toasty,Cat,Neutered Male,3,,Siamese,Flame Point,982000403312647,01/06/2021,Foster,Over the Counter,Adoption,,01/06/2021,Wednesday,Wednesday
A059330,Toasty,Cat,Neutered Male,3,,Siamese,Flame Point,982000403312647,08/13/2021,Owner Surrendered,Over the Counter,Transfer,Private Animal Shelter,09/02/2021,Friday,Thursday
A059331,Hobbs,Cat,Neutered Male,,1.85,Domestic Shorthair,Black,981020039176294,02/09/2021,Foster,Over the Counter,Foster,Adoption,02/09/2021,Tuesday,Tuesday
A059331,Hobbs,Cat,Neutered Male,,1.85,Domestic Shorthair,Black,981020039176294,12/05/2020,Stray,Animal Control,Foster,FINDER,12/05/2020,Saturday,Saturday
A059331,Hobbs,Cat,Neutered Male,,1.85,Domestic Shorthair,Black,981020039176294,03/24/2021,Foster,Over the Counter,Adoption,Walk-In,03/24/2021,Wednesday,Wednesday
A059336,Casper,Cat,Neutered Male,,0.85,Domestic Shorthair,White,981020039193512,03/04/2021,Foster,Over the Counter,Adoption,Walk-In,03/04/2021,Thursday,Thursday
A059336,Casper,Cat,Neutered Male,,0.85,Domestic Shorthair,White,,12/06/2020,Stray,Over the Counter,Foster,Underage or Underweight,12/07/2020,Sunday,Monday
A059336,Casper,Cat,Neutered Male,,0.85,Domestic Shorthair,White,981020039193512,01/12/2021,Foster,Over the Counter,Foster,Adoption,01/12/2021,Tuesday,Tuesday
A059337,Ceasar,Dog,Neutered Male,,8.0,Rottweiler,Black,985112011695689,12/06/2020,Owner Surrendered,Over the Counter,Foster,Adoption,12/11/2020,Sunday,Friday
A059337,Ceasar,Dog,Neutered Male,,8.0,Rottweiler,Black,985112011695689,12/19/2020,Return,Over the Counter,Adoption,Website Information,12/22/2020,Saturday,Tuesday
A059337,Ceasar,Dog,Neutered Male,,8.0,Rottweiler,Black,985112011695689,12/15/2020,Foster,Over the Counter,Adoption,Walk-In,12/15/2020,Tuesday,Tuesday
A059340,Zeus,Dog,Neutered Male,3,,Black Mouth Cur,Brown,981020039165629,12/07/2020,Owner Surrendered,Over the Counter,Foster,Adoption,12/10/2020,Monday,Thursday
A059340,Zeus,Dog,Neutered Male,3,,Black Mouth Cur,Brown,981020039165629,01/15/2021,Foster,Over the Counter,Foster,M/L DOG,01/22/2021,Friday,Friday
A059340,Zeus,Dog,Neutered Male,3,,Black Mouth Cur,Brown,981020039165629,02/04/2021,Foster,Over the Counter,Adoption,Walk-In,02/04/2021,Thursday,Thursday
A059341,Hazel,Cat,Spayed Female,,9.0,Domestic Longhair,Black,981020039185063,12/08/2020,Stray,Over the Counter,Adoption,Walk-In,12/16/2020,Tuesday,Wednesday
A059345,Pepe Pew,Cat,Neutered Male,,1.15,Domestic Shorthair,Gray Tabby,,12/08/2020,Stray,Animal Control,Foster,Underage or Underweight,12/11/2020,Tuesday,Friday
A059345,Pepe Pew,Cat,Neutered Male,,1.15,Domestic Shorthair,Gray Tabby,981020039172779,02/10/2021,Foster,Over the Counter,Foster,Adoption,02/10/2021,Wednesday,Wednesday
A059345,Pepe Pew,Cat,Neutered Male,,1.15,Domestic Shorthair,Gray Tabby,981020039172779,03/04/2021,Foster,Over the Counter,Adoption,Walk-In,03/04/2021,Thursday,Thursday
A059346,Lady,Dog,Spayed Female,2,,Labrador Retriever,Tan,981020039193935,01/28/2021,Foster,,Adoption,Walk-In,01/28/2021,Thursday,Thursday
A059346,Lady,Dog,Spayed Female,2,,Labrador Retriever,Tan,,12/08/2020,Stray,Animal Control,Foster,FINDER,12/08/2020,Tuesday,Tuesday
A059346,Lady,Dog,Spayed Female,2,,Labrador Retriever,Tan,981020039193935,12/30/2020,Foster,,Foster,Adoption,12/31/2020,Wednesday,Thursday
A059347,Derick,Dog,Neutered Male,2,,Pit Bull,Tan,981020039179972,12/08/2020,Stray,Animal Control,Adoption,Walk-In,12/21/2020,Tuesday,Monday
A059354,Flash,Dog,Neutered Male,8,,Beagle,Tricolor,981020005881788,12/09/2020,Stray,Animal Control,Return to Owner,Outside of Shelter,12/10/2020,Wednesday,Thursday
A059361,Tito,Dog,Neutered Male,2,,Beagle,White,,12/10/2020,Stray,Over the Counter,Return to Owner,,12/11/2020,Thursday,Friday
A059361,Tito,Dog,Neutered Male,2,,Beagle,White,,02/17/2021,Stray,Animal Control,Return to Owner,Outside of Shelter,02/17/2021,Wednesday,Wednesday
A059361,Tito,Dog,Neutered Male,2,,Beagle,White,981020045560346,10/16/2021,Confiscated,Bite,Adoption,Walk-In,12/31/2021,Saturday,Friday
A059362,,Dog,Female,2,,Chow Chow,Gold,,12/10/2020,Stray,Animal Control,Return to Owner,Outside of Shelter,12/10/2020,Thursday,Thursday
A059382,Piper,Dog,Female,7,,Labrador Retriever,Black,981020013845792,12/11/2020,Stray,Animal Control,Return to Owner,,12/12/2020,Friday,Saturday
A059393,Champ,Cat,Neutered Male,,0.65,Domestic Shorthair,Buff,981020039182972,01/28/2021,Foster,Over the Counter,Foster,Adoption,01/28/2021,Thursday,Thursday
A059393,Champ,Cat,Neutered Male,,0.65,Domestic Shorthair,Buff,,12/13/2020,Stray,Over the Counter,Foster,Underage or Underweight,12/14/2020,Sunday,Monday
A059393,Champ,Cat,Neutered Male,,0.65,Domestic Shorthair,Buff,981020039182972,03/10/2021,Foster,Over the Counter,Adoption,Walk-In,03/10/2021,Wednesday,Wednesday
